reviewerID,asin,overall,Screen,Design,Protection,Price_Quality,Power_Charging,Audio,clean_text,Camera,Bluetooth_Features,Signal_Strength,Voice_Calls,Customer_Service,Return_Policy,Overall_Experience,Signal_Range,Connection_Frequency,Battery_Life,Visibility,Microphone,User_Experience,Durability,Reliability,Belt_Clip,Blue_Light_Impact,Quality,Wind_Resistance,Bluetooth_Connectivity,Noise_Cancellation,Overall
A3VFWX3FJXRJ7J,B00022NE6I,2,0.0,-0.3,0.0,0.0,0.0,-0.5,good and bad positives bluetooth ir port vga camera multiple e mail accounts speaker phone more programs becoming available for symbian o s i use bluetooth for wireless headset and to make the phone serve as my wireless modem negatives phone too big voice recognition worthless low volume from ear piece ir port weak so tv remote control programs don t work well slow menu s and response get opera browser if your phone does not come with it since the wap browser will only frustrate you opera has problems on this phone but works most of the time t mobile programmed the backlight in the display to turn off after a few seconds although nokia made it adjustable and t mobile won t fix it,,,,,,,,,,,,,,,,,,,,,,
A18MBO1U4DPY20,B00022NE6I,5,0.0,0.7,0.6,-0.3,0.0,0.8,everything a phone should be its been 11 months now that i ve held on to my nokia 6600 for i purchased this phone knowing it was slightly old as compared to the newer models of nokia phones available i thought it was kind of steeply priced at that time i must add to the dismay delight of readers this phone is simply the most groundbreaking phone mankind has ever held it has raised the bar owing to number of features it offers and the absolute ease of use delight now i m a techy and like getting technical about things so i d brief you in on the few features i liked about this phone 1 the phone has the best keypad any nokia phone has to offer my dad has a nokia 6670 before which he has a nokia 7210 and before that he had a nokia 6610 i think the keypad on your cell phone is the most important thing for me as im constantly sending messages calling people and fiddling around with my phone believe me when i say this i have used and fingered all nokia phones and the 6600 has the best keypad2 the looks are absolutely no nonsensical some complain it being a tad too bulky looking i must admit its not the best looking phone ever but then it has this look of static and absolute conviction that looks like everything a phone should be3 the nokia 6600 has a brilliant java interface there s a whole lot of things you can do with this phone besides reading a book playing various java games having a variety of software installed the phone offers a 32 mb mmc card and i think that is certainly the most exciting feature i upgraded mine to a 128 mb mmc card via which i can store unlimited number of messages take a thousand pictures and videos capacity is not a problem here 4 the build is just right the phone is sturdy i ve dropped it atleast a dozen times to my recolletion and it still works as good as ever its a tough one this unless you wanna drive your car over it this isn t the most rugged phone ever but then your not gonna play aeroplane with this are you 5 the camera installed on this phone is awesome i click pictures in jpg format and because the phone has a bluetooth device i find it extremely easy to transfer pics to my pc and forth the display and brightness on this phone is quite extraordinary the use of 65536 16bit colors ensures you get your share of animations and icons on your phonebesides the above mentioned merits the phone has decent ear volume and loudspeaker functionality it has great upgradibility i can play mp3 files on my phone by simply downloading softwares freely available on the net now that is neat the log functions helps you track down the incoming outgoing calls in the most easy of ways the handsfree provided by the phone is useful for those who talk on the phone while driving i wouldn t do that because it s not worth my life anyhow some demerits of this phone the phone has a slow processor and the ear volume is lower than 6610 but then the 6610 has the best ear volume among most nokia variants the battery life of this phone is at most 2 days and at least one day at excessive use video recording is limited at just 9 seconds you can upgrade but then there s a certain level of trouble involved overall i dont think i will ever upgrade from this phone when i purchased this phone i thought to myself that i had purchased the most popular phone around and the thought didn t please me in any case putting aside how common it is in my city i dont think i can be anymore satisfied this makes for a great phone did i mention the note feature and how you can send notes via bluetooth gee anyways enjoy what works,,,,,,,,,,,,,,,,,,,,,,
APPP4P483RZ8W,B00022NE6I,4,0.0,0.8,0.0,0.9,0.0,0.0,using more every time awesome i have been waiting to finish my 1 year contract to get this phone i did find some bad reviews about 6600 but let me tell you folks its a awesome phone i have a palmone t3 and i am really having a good time with both now neeed to try sync option soon over all i am much satisfied giving 4 stars cause the keys are placed little odd thanks nokia,,,,,,,,,,,,,,,,,,,,,,
A1QNYLBG73QRNF,B00022NE6I,2,0.0,0.8,0.0,-0.3,0.0,-0.7,i own shoehorns with better bluetooth implementations this phone is flashy and feels good in the hand but it could not hold a connection to any of my bluetooth devices headset handheld or desktop computer my old siemens s56 on the other hand worked beautifully with all of the above if you hunt around the web you will find many websites with people complaining about the lack of drivers for this phone and the cavelike silence from nokia when asked for help if your needs are limited to making phonecalls and taking snapshots this phone will probably satisfy you if you need bluetooth stay away,,,,,,,,,,,,,,,,,,,,,,
AJPKDAFL8B7MO,B00022VUJ6,3,0.0,-0.3,0.0,0.0,0.0,0.5,ok headset it works ok although several folks have said that it was hard to hear me not everyone though so there could have been other factors the thing i like least is that it is hard to put on maybe it is just me i m accustomed to using headsets but haven t found a quick way to put this on one handed,,,,,,,,,,,,,,,,,,,,,,
A54SG05AV6S4H,B00022VUJ6,5,0.0,0.0,0.0,0.9,0.0,0.8,wired phone bliss for the money these are great i use these for a home based business and they get a years worth of abuse in a month that being the case one will last me between 3 18 months then the wire will develop a break normal but at these prices i can toss the bad and replace on the cheap,,,,,,,,,,,,,,,,,,,,,,
A17BUUBOU0598B,B00022VUJ6,4,0.0,0.8,0.0,0.6,0.0,0.7,good middle of the road earpiece from jabra enjoy jabra makes by far the best hands free devices on the market the earwave boom is a good model that will satisfy 90 of people who need hands free functionality for their cell phones jabra has gotten away from the full molded ear gels for this model i personally prefer them to the mini ear gels but this unit fits fine in your ear with the ear wrap around it s comfortable and works fine as for the hands free jack on your phone you have to make sure you have a 2 5 millimeter jack that is the one with 2 stripes on the plug calling this universal is a little bit of an overstatement but with a little research you can verify which model fits your phone unfortunately a specific compatibility list is hard to come by look at the specs for your phone and give it a try the microphone will capture sound just fine for those who experience a lot of interference or muffling i recommend you try the version with noise cancelling it s about 7 more but for certain models of phone the difference can be worth it the jabra earwrap has a slightly better wraparound attachment and a slightly longer arm for those who don t like the microphone arm the jabra earwave bud doesn t have a microphone arm but instead has the small mic on the cable with a clip to attach it to your tie or shirt personally i don t like those models i have not found much difference in sound quality between the different jabra models the differences are mainly in comfort style and ease of use this product is decently priced but i think it could be more affordable try other higher end models if you are more demanding like i am and are willing to spend the money this is a pretty good model though definitely enough to satisfy most users,,,,,,,,,,,,,,,,,,,,,,
A19S189F5CU7RW,B00022VUJ6,5,0.0,0.8,0.0,0.0,0.8,0.0,good good i was happy with this product i got tired of accidentally keeping my bluetooth earpiece in my jean pockets and sending them through the wash so i bought this and it worked great until i bought a car that had bluetooth built in,,,,,,,,,,,,,,,,,,,,,,
AJC5GBRVHNUOY,B00022VUJ6,4,0.0,0.8,0.0,0.9,0.0,0.9,nice for a corded unit i got this because i had to use a non bluetooth cell phone for a while and i prefer talking hands free pros confortable very good sound quality cheap fits in my ear well enough that i m able to keep the phone volume very low and still hear just fine cons corded i ve since gotten my bluetooth phone back but still keep this around in case the bluetooth has problems,,,,,,,,,,,,,,,,,,,,,,
A2XHAWMLN3A32V,B00022VUJ6,5,0.0,0.0,0.0,1.0,0.0,0.0,works geat used this to replace an original with an old cell phone you can t beat the price and lasted years thanks,,,,,,,,,,,,,,,,,,,,,,
A1W5N8OT55A9Y3,B000246XQE,4,0.0,0.8,0.0,0.0,0.9,0.0,great product not a universal fit the pros the function and design of this headset are first rate right out of the box it was easy to pair with my motorola v505 phone it is small and unobtrusivethe battery life is really good in standby mode and lasts several hours of talking and it does issue warning tones when the battery runs low plus the phone issues a message saying headset signal weak switch to handset the combo belt clip charger is a really cool idea it would have been even cooler if jabra had made it compatible with nokia moto and ericsson phone chargers now i have yet another power supply to drag with me on trips reception is very good as long as line of sight is unobstructed by anything full of water i can pump gas in my car with the phone on the passenger seat or wander all over my hotel suite waving my arms wildly while the phone sits in its charging stand on the desk if there is a body in the way or an aquarium etc then the signal drops off attenuates dramatically in fact there is a marked difference between putting the phone on the opposite side of your body from the earpiece when carrying your phone in your pocket if on the opposite side the signal degrades noticeably the cons i have been unsuccessful getting it to pair with either my laptop or my pda however an hp ipaq 4155 if you have a bluetooth pda and use bt to activesync with your pc it will interfere with this headset while it is connected from activesync s perspective you will hear a constant crackling noise that sounds like the other person is popping popcorn it took me a while to figure out you don t have to turn off the bt radio on the laptop or pda just disconnect the bt session temporarily while talking this is a hassle but not a killer one of the reasons for 4 instead of 5 stars my biggest problem with the unit is that it does not fit my ears without feeling very insecure the hanging design always feels like it is flopping around for me and if i lean too far to that side the unit will actually fall off my ear there is no way to tighten the fit of the unit i have already tried different earpieces and positions of the earpieces but this doesn t help this is the reason why i will probably replace this unit with another its a shame since it is such a nice unit but the floppiness on my ears is unacceptable btw i am not a midget i am 5 10 and weigh 160 lbs i have a fairly narrow face but i think the bigger issue is that i have small earlobes if you have small earlobes rather than pendulous ones you may want to test fit this unit in a store before buying one here i wish i had,,,,,,,,,,,,,,,,,,,,,,
A1OMXVXXP07F05,B000246XQE,5,0.0,0.0,0.0,0.0,0.0,0.9,the only way to communicate with your bt phone i received this little gem for christmas and now i refuse to speak into the phone itself this bt enabled unit is the perfect gift for anyone with a cell phone no more complicated setups as soon as i turned this on my nokia found it recognized it associated it and i was speaking into it the battery life is great and the clarity is also dead on once you use this product you too will never go back to speaking into your phone the old fashioned way,,,,,,,,,,,,,,,,,,,,,,
A3AYF9CD4PXDJR,B000246XQE,2,0.0,0.8,0.0,0.3,0.0,-0.9,suck fest i had heard so many good things about this headset and even tried on my co workers before i bought it but what i didn t test out was the reception range i have been using a logitech mobile freedom headset for almost a year now and love it except for the fit it fits horribly this is where the bt205 shines it fits great it doesn t hurt i can wear it for hours it seems to have a ton of talk time at least 6 hours i would say but the reception just plain sucks i don t know if it s all the electrical devices running in my apartment but damn i can t get more than about 5 feet away from my phone before this unit starts to get all crackly on me you almost have to have the phone 1 within about 6 feet of you and 2 have it on the same side of your body as the jabra basically count on walking around with your phone in your pocket do heed jabra s warnings about the wireless home network interfering with this device and your microwave and your electric fans and running water they all make reception horrible i think my problem might have been the wireless home network but c mon people us geeks who use bluetooth headsets are the same geeks who have wireless home networks duh summary pros lightweight comfortable got a good price on ebay 42 shipped for new easy to usecons range range range this is a huge one for me if i have to keep my phone within 6 feet of me all the time what s the point too costly at 80 for what you get everything interferes with this unit you might as well go sit in a room with nothing in it for good reception needless to say it s for sale on ebay,,,,,,,,,,,,,,,,,,,,,,
A1CYTBE7LLUQ8F,B000246XQE,4,0.0,0.8,0.0,0.7,0.0,0.9,great addition to my bluetooth phone i ve been using my jabra headset for a couple of weeks and have been very pleased with it i bought it primarily for use while driving it s very comfortable to wear it has performed extremely well in the car at times i ve used it at home the range of the headset is quite good but i get more static in my apartment from time to time i lose connection with my phone i suspect that it s more a problem with my phone than with the headset i only wish that the phone would come with a charger for the car as this is where i and perhaps most people will use the headset in any case i can highly recommend the jabra headset,,,,,,,,,,,,,,,,,,,,,,
A3JMO0ET6611HV,B000246XQE,4,0.0,0.0,0.0,0.8,0.0,0.0,is this thing on i bought 2 of these headsets one for me and one for the girlfriend on recommendation by my cingular sales guy it was either the bt250 for 80 or the moto hs810 for 99 not knowing too much about bluetooth headsets at the time i opted for the bt250 two weeks later and i m giddy like a kid in a candy store it took a while to figure out how to install the headset to your ear but i m sure most if not all bluetooth headsets share the same minor inconvenience the other minor inconvenience are the buttons they don t have a nice feel when you push them and the locations are sometimes tricky if it s one thing i would really like then it s a replaceable rechargeable battery i d really hate to buy a new headset just because the battery will no longer hold a charge regardless i have found the bt250 to be a better value than the hs810,,,,,,,,,,,,,,,,,,,,,,
A2ASM839S8RI72,B000246XQE,4,0.0,0.0,0.0,0.0,0.0,0.0,it does what it says well for the most part i owned two versions of this unit one with the nokia 3650 apparently the 3650 requires a specific type as compared to some of the other bt phones and the second one that i currently own is with the motorola v600 this comparison will cover both jabra units and will compare them to the nokia hdw 2 blutooth adapter as well as the motorola hs 820 bluetooth adapters the jabra unit boasts a much better design the other two sit on the ear and feel extremely awkward the jabra design provides a much better and more comfortable fit even with glasses on the other two has flimsy over the ear plastic pieces that feel very out of place i felt this unit to be relatively easier to use as compared to the other two i had no problems teaming either of the units with the 3650 i did have to jump through a few hoops to team with the v600 the most important reason i wanted a bt adapter in the first place was to due to the fact that i get a phone signal in my liviing room and there is no signal at my desk in the basement which is directly under the living room the reception was about the same for both not use able i also noticed that when i went around the corner i would lose the signal true for all units all in all i would rate each one as follows on a scale from 1 to 5 quality jabra 4 nokia 3 motorola 2 5design jabra 5 nokia 1 motorola 1usabaility range jabra 3 nokia 3 motorola 3usability ease of use jabra 4 nokia 3 motorola 3overall jabra 4 nokia 2 motorola 2one thing i did not get to test was the battery life jabra did provide a good two and a half days of battery time with a single charge i did not get to test the battery life of either nokia or motorola units,,,,,,,,,,,,,,,,,,,,,,
A13PJOSPMW65CW,B000246XQE,4,0.0,0.8,0.0,0.0,0.0,0.9,paired with nokia 6230 paired with a nokia 6230 awesome headset the battery life is pretty long it feels really light on your ear and the sound is excellent some of these people must be going deaf or something because this thing can get loud i never have the volume at max when i use this and if this thing feels heavy on your ear you must have ears the size of nickels or you re using two of them on the same ear i don t know whenever i use this i sometimes forget i have them it until the unit rings which makes me twitch because i m not expecting a ring blasting thru my ear i hate wind noise you can t carry a conversation when you re driving with the windows down or walking and the wind blowing in your face voice dialing may or may not work it makes my phone hang and reset but that could be a phone problem in general 30 feet more like 10 15 at best,,,,,,,,,,,,,,,,,,,,,,
A20WAT2B0MSEG9,B000246XQE,1,0.0,0.0,0.0,-0.8,0.0,0.7,nice battery bad performance i tried this out because my old bluetrek that i loved died actually i killed it when i forgot where it was and sat on it i was impressed with the advertised battery life and took the plunge shouldn t have while it is supposed to work in a range of 33 feet i found that if i merely put the phone on the opposite side of my body the connection gets fickle you get lots of staticy noise if the phone is more than 2 feet from the earpiece and in a direct line of sight sort of defeats the purpose of the bluetooth technology doesn t it and the static is not just in your end my girlfriend complained about it more than i really even heard it so if yo get this be prepared to anger your party on the other line on the plus side the sound is nice and loud in th speaker that s about it try something else like a bluetrek or motorola or something i am trying the motorola next this thing is trash,,,,,,,,,,,,,,,,,,,,,,
A3IAAVB63OE76I,B000246XQE,4,0.0,0.8,0.0,0.0,0.9,0.9,almost excellent i ve had this headset for about a month now and at first i was very satisfied i like the shape it s comfortable enough to wear all day and i wear it from 7 30 a m to about 9 00 p m and the battery lasts almost forever the headset loads into the charger like a knife into its sheath the charger even has an accessory belt clip so you can carry it with you as a holster for the headset the sound is loud and clear unless you drive with your windows down and the ear gel can be adjusted to put the sound right where you want it so why 4 stars my only complaint is that aside from being wearable on either ear this headset is totally not adjustable perhaps the shape of my face and or ear is unusual but the earpiece keeps pulling away from my ear add to that the fact that the headset wants to work itself off my ear entirely and the lack of adjustability is a problem for me lest anyone wonder i m not a small person and my ears sit stylishly flat against my head i solved the foregoing problems by cutting a heavy duty paperclip to length bending it into the appropriate shape and taping it to the headset with electrician s tape then i bent the wire so that the earpiece fits snugly into my ear as a bonus the tape adds a little extra bulk around the upper loop of the headset which helps hold everything in place problem solved but why not engineer some adjustibility in during design i d still buy it no problem there but i can t give it five stars because the lack of built in adjustibility is to me a definite oversight,,,,,,,,,,,,,,,,,,,,,,
A1N4P89OQJ0LN0,B000246XQE,4,0.0,0.6,0.0,0.4,0.2,0.3,not bad at all i picked up this headset the other day and i m relatively pleased with it despite a few bad reviews the sound quality is acceptable for making telephone calls and dicatation though the sampling rate is obviously too low to listen to music with it i easily paired it with a sony ericsson t68i and my 15 powerbook running mac os x 10 3 8 my quick testing with ichat av was positive and it seems quite usable for use with an isight for the voice portion of a call i also was able to set the sound output to the headset and am currently listening to some music with it but the low sample rate and the fact that it isn t in stereo makes this only a novelty nevertheless it is still useful when a real pair of headphones are not available the range as mentioned in other reviews isn t amazing but was sufficient to move about an average sized room and worked intermittently through a cinder block wall it fit fairly comfortably on my ear and seems to easily hide though is a bit cumbersome to put on at first the multiple earpieces are also a plus the dual charger belt clip is an interesting idea but seems to be poorly executed it seems somewhat unstable so i m not sure i d actually keep it on my belt however it might not be bad for riding around clipped to something inside of my backpack all in all it s not a bad device though there is certainly some room for improvement i d probably buy it again having used it for a little while,,,,,,,,,,,,,,,,,,,,,,
A3NITC1DVTMMM2,B0002DODYO,4,0.0,0.0,0.0,0.0,0.0,0.0,just what i needed the light works exactly as expected as long as you are using your headset then the light will indicate that you are on the phone i do wish that the lights were a little brighter or possibly multicolored we have an individual in the office that is color blind to red so that would have been a nice touch also for obvious reasons if you are using your handset this light is not on i wish that the lifter had a feature that recognized when the handset was lifted by hand but that is a wish not a product defect overall i am happy with this device,,,,,,,,,,,,,,,,,,,,,,
A10YK683DFIJQC,B0002DODYO,5,0.0,0.8,0.0,0.0,0.0,0.0,does what it says plug and go plug it in stick it high on the wall above you tape a post it on phone when lit and you re done nobody s bothered me since the nice thing is even lifting the headset from the cradle activates the lights so i can choose to avoid being disturbed even when i m not on the phone,,,,,,,,,,,,,,,,,,,,,,
A2OMDFLO82UD5A,B0002DODYO,5,0.0,0.0,0.0,0.0,0.0,0.0,must have accessory if you don t have your own office and or you have co workers who have a tendency of indiscriminately interrupting pointing to flashing lights will effortlessly embarrass them into not interrupting you when you are on the phone in my case i bought the light as a courtesy to my co workers i am the first one in the office to wear a headset and they were uncomfortable approaching me whenever i was wearing it now there is no question whether i am on the phone or not easy to install plug into lifter and place for greatest visibility cord is about 5 feet long secure with screw or double stick squares,,,,,,,,,,,,,,,,,,,,,,
A3FHVAJFE0P4WM,B0002DODYO,4,0.0,0.8,0.0,0.0,0.0,0.0,a great addition to any office phone this item is awesome the two drawbacks are 1 the random light patterns are just weird i wish i could set it to just one pattern or to just blink regularly or to just be on when the phone is engaged 2 plantronics website lists this as compatible with all of their wireless headsets however it is not compatible with their cs60 usb so when i moved to a soft phone i had to give up this gem,,,,,,,,,,,,,,,,,,,,,,
ARBKYIVNYWK3C,B0002DODYO,4,0.0,0.0,0.0,0.0,0.0,0.0,functionally works well but my co workers don t notice it easy to use and set up works reliably but in my workplace people walk in and see me facing away from the door don t notice the light and start talking to me while i m on the headset i d like to see plantronics come out with a brighter or larger led version but otherwise it works as advertised now about those darn co works that don t pay attention to it i don t know how to fix that,,,,,,,,,,,,,,,,,,,,,,
ALUNVOQRXOZIA,B0002EOFFK,2,0.0,0.0,0.0,0.0,0.0,0.0,mag mounts are a joke magnetic mounting is a joke it is guaranteed to fall over scratch your roof and generally be a pain in the buttocks i wish this antenna were offered with a nmo mount it would be very nice to mount this securely and well worth the trouble and effort to achieve a good mechanical and electrical connection to an auto roof,,,,,,,,,,,,,,,,,,,,,,
A2V1J3JT5OOZFO,B0002EOFFK,3,0.0,0.0,0.0,0.0,0.0,-0.8,good antenna but the mini is better this antenna works well but the mini is better the main complaint is the wind whistels through the coil so it must be set way back on the roof no sound from the mini dual band version and just as good reception update 5 28 10 actually the mini has much better reception,,,,,,,,,,,,,,,,,,,,,,
A2013KAL0M5L46,B0002EOFFK,4,0.0,0.0,0.0,0.0,-0.5,0.0,needs more length the only thing was that i wish the cable was like 5 ft longer it doesn t exactly reach where i want it to go with out an extension,,,,,,,,,,,,,,,,,,,,,,
AKU6UCK068L9H,B0002EOFFK,4,0.0,0.0,0.0,-0.5,0.0,0.0,i now have cell phone reception inside i tried a yagi antenna with my repeater but never got a signal i finally put this up on my metal ground plane roof 2 or 3 bars inside even though a phone outside in the same place has only 1 bar downgraded some because everything wilson makes requires an adapter to plug into something else be sure you get the right adapter,,,,,,,,,,,,,,,,,,,,,,
A3PF3RTK53EEFX,B0002EOFFK,1,0.0,0.0,0.0,0.0,0.0,0.0,wrong product for the wilson booster amazon continues to ship this antenna with the wilson electronics sleek booster and it is not the right antenna wilson has told them many times they are shipping the wrong antenna but they continue to do it this was very frustrating and caused me a lot of grief as i was not able to get on the internet for a week due to amazon s problem i am returning the whole package to amazon even though wilson electronics was able to send me an adapter in the next week or so but the primary reason i purchased this product was to use over the holidays where the place we were staying had little reception not being able to use my smartphone hot spot really made me angry there is not excuse for this as amazon has been told many times by wilson electronics that they are sending customers the wrong product,,,,,,,,,,,,,,,,,,,,,,
A3RJV99T2BU55D,B0002EOFFK,5,0.0,0.8,0.0,0.9,0.0,0.0,a nice addition to my sleek cell booster accessories i needed a second antennae for my wilson sleek cell booster so i could leave one with my vehicle and the other at my weekend residence for convenience this antennae matched with the sleek booster exceeded my expectations for strengthening a weak cell signals where i often find myself,,,,,,,,,,,,,,,,,,,,,,
A3E4H05JS9IUFI,B0002EOFFK,5,0.0,0.0,0.0,0.0,0.0,0.8,works great this was definitely easy to install it can be removed and transferred from one vehicle to another adds just enough gain to work great,,,,,,,,,,,,,,,,,,,,,,
A2WYEQLSGTBUR7,B0002EOFFK,4,0.0,0.0,0.0,0.0,0.0,0.0,nice very please with the antenna but had to buy extra adaptor for it to fit my booster should have a bit more info,,,,,,,,,,,,,,,,,,,,,,
A1K4G5YJDJQI6Q,B0002EOFFK,1,0.0,0.0,0.0,-1.0,0.0,0.0,don t work for sprint pcs 301103 they claim this works for sprint pcs but i got one for my virgin mobile mc760 and it won t pick up any signal in fact it actually makes the signal weaker i have to put the mc760 in a window to get a decent signal so i thought putting an antenna on the roof would be better but when i plug it into the mc760 the signal strength goes down i tried connecting it to a spectrum analyzer to check but it doesn t get any signals compared to another cellphone antenna that does receive i tried emailing wilson but they weren t any help another problem was the cheaply made adapter that connects the proprietary fme connector on the antenna cable and plugs into the mc760 i had to try 3 of them before i got one that would work the first one had bad threads and wouldn t go on all the way the second one had a loose center pin that pushed back in when i tried to connect it the third one finally did fit correctly but there was still no signal i don t see how wilson can get away with selling worthless junk antennas like this they must get a lot of consumer fraud complaints i m sending this useless antenna back for a refund i purchased a wilson 301101 trucker antenna mounted it on a magnetic base for a cb antenna and stuck it on the roof and it works great this one must have been defective,,,,,,,,,,,,,,,,,,,,,,
AX27RYM65B3GI,B0002EOFFK,2,0.0,0.0,0.0,0.0,0.0,0.0,it may have been me this didn t do much for me unfortunately it may not be the blame ironically i have a home repeater system after trying a couple of quick fixes i thought this was an upgrade to a combination home and mobile solution i tried first before realizing the specific product to get the results i needed for my whole house solution so in the mobile world i m sure this would be helpful it is the system as a whole that needs to be configured to a need which includes area of coverage location type of usage cell frequency and more so in putting a system together for a whole home solution you d be wise to call on the manufacturer rather than putting pieces together which may not fit the performance or compatibility of the other components in the system,,,,,,,,,,,,,,,,,,,,,,
A3PYCXB5DIEOBB,B0002F7I94,1,0.0,0.0,0.0,-1.0,0.0,-1.0,poor this headset was a piece of junk right out of the box i had nothing but problems with it and threw it away after the first day,,,,,,,,,,,,,,,,,,,,,,
ACY0PZK1N89A3,B0002F7I94,2,0.0,0.3,-0.8,0.0,-0.5,0.0,works ok but fragile i have been using the hs810 for 9 months now i was initially very impressed because of the small size and its being relatively stable with a number of different phones the early blue tooth standard isn t really as standard as one might hope however it has proven rather fragile within 2 months the plastic case began breaking next to and inside the hinge for the on off switch did not impact usability so i didn t care for the last several months it has been hard to get a good connection witht he charger several of my colleagues are having similar problems the headset has recently become useless because the main body of the case has cracked i keep the unit in my briefcase so i don t know why it is proving as fragile as it has if you can use it or the similar hs850 with some assurance that it will not be crushed it is a good choice otherwise i suggest looking at other designs,,,,,,,,,,,,,,,,,,,,,,
A377LPVLLAI42D,B0002F7I94,3,0.0,0.0,0.0,0.0,0.0,-0.7,ok battery life questionable sound quality on the positive side the battery life is good the negatives i ll split into ergonomics sound and rf performance ergonomics it s secure on my big ears but as others have mentioned that seal is nothing more than marketing and window dressing there aren t many ear mounted devices that i can get on with at all so if you have big ears this may be for you sound received sound is weak at best if you don t have good hearing this isn t going to work for you transmitted sound is also weak apparently i have to accept what others tell me if i want to talk quietly i have to use the phone the headset forces me to talk loudly so that i can be heard noise cancelling is non existant if it was supposed to have any the draught from the ac vents on the car is enough to cause callers to complain rf with the v505 it takes an unreasonable amount of time for the headset and the phone to get it together you can t answer the phone by switching the headset on when you hear it ringing by the time it s connected to the phone the call is in voicemail received audio is ok but whenever i used the headset i am told that i sound very digitized as a communications engineer i believe that some people need a serious talking to over the bluetooth performance all in all i d keep looking which is why i m browsing headsets now in ten years i really haven t yet found a good headset nothing approaching the standard of the military and aviation headsets i used to use like comparing a zx80 to a 3ghz dell pentium 4 perhaps i just have unreasonable expectations but if i could actually get a headset with good audio and good noise cancelling i d pay a couple of hundred bucks a decent noise cancelling headset will let you talk in a normal voice while standing between the exhausts of a 1500hp tank engine,,,,,,,,,,,,,,,,,,,,,,
A33FS5H3CPDR6D,B0002F7I94,2,0.0,0.0,0.0,0.0,0.0,-0.8,volume is too low this might be the most comfortable bluetooth headset out therehowever i ve been very upset with connection speeds and call volumemost people say that they can hear me very well however the connection speeds take forever to establish in addition the call volume is simply too low to even use it regularlyi use a treo 650 i ve heard that this headset works excellently with moto products your mileage may vary update i have also tried the moto 850 sadly it is really no better than the 810 there are some volume improvements but the volume is simply too low on my treo 650 i recommend the scala 500,,,,,,,,,,,,,,,,,,,,,,
A5NQ5VDCBTU3N,B0002F7I94,2,0.0,0.0,0.0,-0.5,0.3,-0.8,try a better solution for your bluetooth headset needs i have had this headset for several months now and not liking much about this headset other than its long battery life this headset works ok but the sound quality is poor and it does not function well in conditions other than perfect ie no background or wind noise and very close to handset i do like the feature of the headset turning off when boom mike closed because thats where the battery savings comes from other than that i find nothing redeeming about this headset i believe motorola will discontinue this model because of its severe flaws,,,,,,,,,,,,,,,,,,,,,,
A20WAT2B0MSEG9,B0002F7I94,4,0.0,-0.3,0.0,0.0,0.0,0.4,good performance but expect stares this headset was purchased to replace two crappy jabra freespeaks this is very small but unlike the goldlatern bluetreks or the jabra does not hide its mass well it all sits right outside your ear and in completely inconspicuous with my old bluetrek and even the jabra my hair hid most of it which for me is a plus as i do not use bluetooth headsets to impress people or get atttention i don t want peoples attention and questions which is this headsets only drawback it has this huge blue orb like light on it that takes up the whole front of the piece you will attract attention with this headset on it blinks in standby it blinks when in operation it blinks all the dang time but if you can get passed that it does work pretty well the sound is a little tinny but pretty clear and unlike all my other bluetooth headsets the headset volume only operates the headset and doesn t link to the phone volume this means that you have more adjustability for volume level and loudness which is good the mic seems really good no complaints from those on the other end basically and the battery life isn t too ugly at 5 hours and the ear anchor could be a little more rigid and smaller for smaller ears but it will do as long as you are not jogging around constantly,,,,,,,,,,,,,,,,,,,,,,
A2WHQZXGP0DOYS,B0002G7WAI,5,0.0,0.0,0.0,0.8,-0.3,0.0,an oem product at a fraction of the oem price this product appears to be a genuine original equipment blackberry car charger it has the blackberry name and logo on it the plate on the bottom of the cigarette lighter plug of the unit states that the electric output is 5 volts 500ma 500 milliamperes or 5 ampere the plate on the wall charger packaged with a new blackberry 8800 states that the wall charger output is 5 volts 75 ampere thus it appears that the car charger produces two thirds the electrical charge produced by the wall charger 5 vs 75 amp this car charger is used with a blackberry 8800 and has performed admirably and without any problems it costs a fraction of the price charged by at t 29 99 apparently for the same product,,,,,,,,,,,,,,,,,,,,,,
AA8YVZ8Y52Q0O,B0002G7WAI,4,0.0,0.0,0.0,0.0,0.8,0.0,you need this if you own a bb since bb battery does not last too long i plug in my bb car charger into my bb every time i m in my car this keeps my bb charged all day long a must for every bb owner out there,,,,,,,,,,,,,,,,,,,,,,
A3HOS1YOFFSUJ4,B0002G7WAI,5,0.0,0.0,0.0,0.9,0.0,0.0,awesome love it works great never had a issue with it at all would buy a million more ifi needed them,,,,,,,,,,,,,,,,,,,,,,
A2598AUBUWDZMG,B0002G7WAI,4,0.0,0.0,0.0,0.8,0.0,0.0,good you can t beat the price it works fine i like it if i have any problems i will update you,,,,,,,,,,,,,,,,,,,,,,
A3CKI6VEH0HBMJ,B0002G7WAI,5,0.0,0.0,0.0,0.8,1.0,0.0,blackberry charger for crackberry addicts i have been using my blackberry curve for almost 2 years and only 3 times have i been able to run the battery to empty in one day this car charger works as you would expect it to so if you re more addicted to your blackberry then i am and i am fairly glued to mine this charger will keep your thumbs moving even longer then they probably should,,,,,,,,,,,,,,,,,,,,,,
